nohup: ignoring input
Warning : `load_model` does not return WordVectorModel or SupervisedModel any more, but a `FastText` object which is very similar.
2023-03-07 15:07:05,272 log.log INFO query rewrite output:hi穆莎给大家自我介绍一下吧
2023-03-07 15:07:05,305 log.log INFO predict class:Chat
2023-03-07 15:07:05,305 log.log INFO score:0.916
2023-03-07 15:07:05,306 log.log INFO dm response :好的，我叫穆莎，是摩尔线程自主研发的数字人。我有一颗AI大脑，热爱图形学，平时喜欢打游戏，对GPU也有很深入的了解哦～。 

2023-03-07 15:07:28,220 log.log INFO query input:能告诉我你的创造者是谁吗
能告诉我你的创造者是谁吗 0.7609976530075073
2023-03-07 15:07:28,778 log.log INFO query rewrite output:能告诉我你的创造者是谁吗
2023-03-07 15:07:29,292 log.log INFO predict class:DocQa
2023-03-07 15:07:29,292 log.log INFO score:0.78198266
2023-03-07 15:07:29,292 log.log INFO dm response :玛丹娜 

2023-03-07 15:07:37,546 log.log INFO query input:你刚说什么
你刚说什么 0.8544880151748657
2023-03-07 15:07:38,095 log.log INFO query rewrite output:你刚说什么
2023-03-07 15:07:38,821 log.log INFO predict class:Chat
2023-03-07 15:07:38,821 log.log INFO score:0.6027896706364283
2023-03-07 15:07:38,821 log.log INFO dm response :我说我喜欢你 

2023-03-07 15:07:50,089 log.log INFO query input:听起来ai很酷可以说ai是怎么生成这些艺术品的吗
玛丹娜听起来ai很酷可以说ai是怎么生成这些艺术品的吗 0.5371184945106506
2023-03-07 15:07:50,777 log.log INFO query rewrite output:听起来ai很酷可以说ai是怎么生成这些艺术品的吗
2023-03-07 15:07:50,824 log.log INFO predict class:Chat
2023-03-07 15:07:50,824 log.log INFO score:0.966
2023-03-07 15:07:50,824 log.log INFO dm response :你真的想听吗？这可是最新最酷的AI黑科技，可能讲了你也听不懂呢。 

2023-03-07 15:15:13,218 log.log INFO query input:hi穆莎自我介绍一下
2023-03-07 15:15:13,218 log.log INFO query rewrite output:hi穆莎自我介绍一下
2023-03-07 15:15:13,265 log.log INFO predict class:Chat
2023-03-07 15:15:13,265 log.log INFO score:0.86
2023-03-07 15:15:13,265 log.log INFO dm response :好的，我叫穆莎，是摩尔线程自主研发的数字人。我有一颗AI大脑，热爱图形学，平时喜欢打游戏，对GPU也有很深入的了解哦～。 

2023-03-07 15:15:33,564 log.log INFO query input:今天气怎么样
的今天气怎么样 0.9429931640625
2023-03-07 15:15:34,162 log.log INFO query rewrite output:的今天气怎么样
2023-03-07 15:15:35,107 log.log INFO predict class:Chat
2023-03-07 15:15:35,107 log.log INFO score:0.4792329193240311
2023-03-07 15:15:35,107 log.log INFO dm response :还不错,就是有点累。 

2023-03-07 15:15:42,277 log.log INFO query input:你也回来
你也回来 0.9270829558372498
2023-03-07 15:15:42,817 log.log INFO query rewrite output:你也回来
2023-03-07 15:15:43,517 log.log INFO predict class:Chat
2023-03-07 15:15:43,517 log.log INFO score:0.49104790888265515
2023-03-07 15:15:43,517 log.log INFO dm response :回去干嘛 

2023-03-07 15:15:50,006 log.log INFO query input:你管我回去干嘛
你管我回去干嘛 0.9169776439666748
2023-03-07 15:15:50,549 log.log INFO query rewrite output:你管我回去干嘛
2023-03-07 15:15:51,291 log.log INFO predict class:Chat
2023-03-07 15:15:51,291 log.log INFO score:0.46116920938343886
2023-03-07 15:15:51,291 log.log INFO dm response :那我不回去了 

2023-03-07 15:15:58,322 log.log INFO query input:你不回去你要干嘛
你不回去你要干嘛 0.9810609817504883
2023-03-07 15:15:58,859 log.log INFO query rewrite output:你不回去你要干嘛
2023-03-07 15:15:59,666 log.log INFO predict class:Chat
2023-03-07 15:15:59,667 log.log INFO score:0.441336580075656
2023-03-07 15:15:59,667 log.log INFO dm response :我要去找我的小伙伴们玩耍 

2023-03-07 15:16:07,880 log.log INFO query input:你们有什么可以玩的
你们有什么可以玩的 0.899105966091156
2023-03-07 15:16:08,436 log.log INFO query rewrite output:你们有什么可以玩的
2023-03-07 15:16:15,488 log.log INFO query input:你们有什么可以玩的
你们有什么可以玩的 0.899105966091156
2023-03-07 15:16:16,061 log.log INFO query rewrite output:你们有什么可以玩的
2023-03-07 15:17:08,811 log.log INFO query input:服务连接力场
服务连接力场 0.9013625383377075
2023-03-07 15:17:09,351 log.log INFO query rewrite output:服务连接力场
2023-03-07 15:17:10,217 log.log INFO predict class:Chat
2023-03-07 15:17:10,217 log.log INFO score:0.34292993701564706
2023-03-07 15:17:10,218 log.log INFO dm response :你说什么我听不见 

2023-03-07 15:17:20,534 log.log INFO query input:你刚说什么
你刚说什么 0.9418924450874329
2023-03-07 15:17:21,071 log.log INFO query rewrite output:你刚说什么
2023-03-07 15:17:21,890 log.log INFO predict class:Chat
2023-03-07 15:17:21,890 log.log INFO score:0.6022528091654485
2023-03-07 15:17:21,890 log.log INFO dm response :我说我喜欢你 

2023-03-07 15:17:30,967 log.log INFO query input:你最喜欢谁
你最喜欢谁 0.7879460453987122
2023-03-07 15:17:31,490 log.log INFO query rewrite output:你最喜欢谁
2023-03-07 15:17:32,179 log.log INFO predict class:Chat
2023-03-07 15:17:32,180 log.log INFO score:0.5743117515840399
2023-03-07 15:17:32,180 log.log INFO dm response :我喜欢的人,他不喜欢我 

2023-03-07 15:17:39,747 log.log INFO query input:他是谁
我喜欢是谁 0.9669851660728455
2023-03-07 15:17:40,524 log.log INFO query rewrite output:我喜欢是谁
2023-03-07 15:17:41,130 log.log INFO predict class:Chat
2023-03-07 15:17:41,130 log.log INFO score:0.5665314028085047
2023-03-07 15:17:41,131 log.log INFO dm response :你喜欢的人不喜欢你 

2023-03-07 15:17:47,432 log.log INFO query input:国尼玛
我喜欢的人是国尼玛 0.9331556558609009
2023-03-07 15:17:48,273 log.log INFO query rewrite output:我喜欢的人是国尼玛
2023-03-07 15:17:48,873 log.log INFO predict class:Chat
2023-03-07 15:17:48,873 log.log INFO score:0.47422432816615606
2023-03-07 15:17:48,873 log.log INFO dm response :我也喜欢你!!! 

2023-03-07 16:34:03,885 log.log INFO query input:不也是断开吗汉穆莎不真
2023-03-07 16:34:03,885 log.log INFO query rewrite output:不也是断开吗汉穆莎不真
2023-03-07 16:34:04,991 log.log INFO predict class:Chat
2023-03-07 16:34:04,992 log.log INFO score:0.4944334147831081
2023-03-07 16:34:04,992 log.log INFO dm response :断了就断了呗,又不是没断过 

2023-03-07 16:34:50,128 log.log INFO query input:hi穆莎自我介绍一下
2023-03-07 16:34:50,128 log.log INFO query rewrite output:hi穆莎自我介绍一下
2023-03-07 16:34:50,180 log.log INFO predict class:Chat
2023-03-07 16:34:50,180 log.log INFO score:0.86
2023-03-07 16:34:50,180 log.log INFO dm response :好的，我叫穆莎，是摩尔线程自主研发的数字人。我有一颗AI大脑，热爱图形学，平时喜欢打游戏，对GPU也有很深入的了解哦～。 

2023-03-07 16:35:12,133 log.log INFO query input:今天气怎么样
的今天气怎么样 0.9429931640625
2023-03-07 16:35:12,745 log.log INFO query rewrite output:的今天气怎么样
2023-03-07 16:35:13,588 log.log INFO predict class:Chat
2023-03-07 16:35:13,588 log.log INFO score:0.4792329193240311
2023-03-07 16:35:13,588 log.log INFO dm response :还不错,就是有点累。 

2023-03-07 16:35:52,737 log.log INFO query input:hi穆莎很多朋友还不认识你给大家做个自我介绍吧
hi穆莎很多朋友还不认识你给大家做个自我介绍吧 0.9866244792938232
2023-03-07 16:35:53,323 log.log INFO query rewrite output:hi穆莎很多朋友还不认识你给大家做个自我介绍吧
2023-03-07 16:35:53,362 log.log INFO predict class:Chat
2023-03-07 16:35:53,362 log.log INFO score:0.957
2023-03-07 16:35:53,362 log.log INFO dm response :好的，我叫穆莎，是摩尔线程自主研发的数字人。我有一颗AI大脑，热爱图形学，平时喜欢打游戏，对GPU也有很深入的了解哦～。 

2023-03-07 16:36:14,789 log.log INFO query input:能告诉我你的创作者是谁
能告诉我你的创作者是谁 0.9132925271987915
2023-03-07 16:36:15,368 log.log INFO query rewrite output:能告诉我你的创作者是谁
2023-03-07 16:36:15,415 log.log INFO predict class:Chat
2023-03-07 16:36:15,416 log.log INFO score:0.876
2023-03-07 16:36:15,416 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。他们基于摩尔GPU的AI计算和渲染功能，赋予了我丰富的能力。我会智能内容创作，比如对对联，吟诗作画。身后的画就是我创作的，对AI艺术感兴趣的朋友们，一会儿可以去画廊参观。 

2023-03-07 16:36:50,650 log.log INFO query input:hi穆莎很多朋友还不认识你给大家自我介绍一下吧
hi穆莎很多朋友还不认识你给大家自我介绍一下吧 0.8723296523094177
2023-03-07 16:36:51,253 log.log INFO query rewrite output:hi穆莎很多朋友还不认识你给大家自我介绍一下吧
2023-03-07 16:36:51,301 log.log INFO predict class:Chat
2023-03-07 16:36:51,301 log.log INFO score:0.994
2023-03-07 16:36:51,301 log.log INFO dm response :好的，我叫穆莎，是摩尔线程自主研发的数字人。我有一颗AI大脑，热爱图形学，平时喜欢打游戏，对GPU也有很深入的了解哦～。 

2023-03-07 16:37:12,649 log.log INFO query input:能告诉我你的创作者是谁
能告诉我你的创作者是谁 0.7800104022026062
2023-03-07 16:37:13,225 log.log INFO query rewrite output:能告诉我你的创作者是谁
2023-03-07 16:37:13,272 log.log INFO predict class:Chat
2023-03-07 16:37:13,272 log.log INFO score:0.876
2023-03-07 16:37:13,272 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。他们基于摩尔GPU的AI计算和渲染功能，赋予了我丰富的能力。我会智能内容创作，比如对对联，吟诗作画。身后的画就是我创作的，对AI艺术感兴趣的朋友们，一会儿可以去画廊参观。 

2023-03-07 16:38:14,574 log.log INFO query input:hi穆莎很多朋友还不认识你给大家做个自我介绍吧
hi穆莎很多朋友还不认识你给大家做个自我介绍吧 0.9789565205574036
2023-03-07 16:38:15,171 log.log INFO query rewrite output:hi穆莎很多朋友还不认识你给大家做个自我介绍吧
2023-03-07 16:38:15,213 log.log INFO predict class:Chat
2023-03-07 16:38:15,213 log.log INFO score:0.957
2023-03-07 16:38:15,213 log.log INFO dm response :好的，我叫穆莎，是摩尔线程自主研发的数字人。我有一颗AI大脑，热爱图形学，平时喜欢打游戏，对GPU也有很深入的了解哦～。 

2023-03-07 16:38:36,180 log.log INFO query input:能告诉我你的创造者是谁吗
能告诉我你的创造者是谁吗 0.7607448697090149
2023-03-07 16:38:36,749 log.log INFO query rewrite output:能告诉我你的创造者是谁吗
2023-03-07 16:38:37,399 log.log INFO predict class:DocQa
2023-03-07 16:38:37,399 log.log INFO score:0.78198266
2023-03-07 16:38:37,399 log.log INFO dm response :玛丹娜 

2023-03-07 16:38:46,211 log.log INFO query input:能告诉我你的创造者是谁吗
能告诉我你的创造者是谁吗 0.9805595874786377
2023-03-07 16:38:46,777 log.log INFO query rewrite output:能告诉我你的创造者是谁吗
2023-03-07 16:38:47,240 log.log INFO predict class:DocQa
2023-03-07 16:38:47,240 log.log INFO score:0.78198266
2023-03-07 16:38:47,240 log.log INFO dm response :玛丹娜 

2023-03-07 16:42:34,738 log.log INFO query input:谢谢
2023-03-07 16:42:34,738 log.log INFO query rewrite output:谢谢
2023-03-07 16:42:34,993 log.log INFO predict class:Chat
2023-03-07 16:42:34,993 log.log INFO score:0.42360721321201156
2023-03-07 16:42:34,993 log.log INFO dm response :不客气 

2023-03-07 16:50:45,092 log.log INFO query input:你的创造这是谁
2023-03-07 16:50:45,092 log.log INFO query rewrite output:你的创造这是谁
2023-03-07 16:50:45,126 log.log INFO predict class:Chat
2023-03-07 16:50:45,126 log.log INFO score:0.913
2023-03-07 16:50:45,126 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。他们基于摩尔GPU的AI计算和渲染功能，赋予了我丰富的能力。我会智能内容创作，比如对对联，吟诗作画。身后的画就是我创作的，对AI艺术感兴趣的朋友们，一会儿可以去画廊参观。 

2023-03-07 16:51:31,254 log.log INFO query input:你的创造者是谁
你的创造者是谁 0.8384175896644592
2023-03-07 16:51:31,859 log.log INFO query rewrite output:你的创造者是谁
2023-03-07 16:51:31,895 log.log INFO predict class:Chat
2023-03-07 16:51:31,895 log.log INFO score:0.899
2023-03-07 16:51:31,896 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。他们基于摩尔GPU的AI计算和渲染功能，赋予了我丰富的能力。我会智能内容创作，比如对对联，吟诗作画。身后的画就是我创作的，对AI艺术感兴趣的朋友们，一会儿可以去画廊参观。 

2023-03-07 16:51:57,615 log.log INFO query input:能告诉我你的创造者是谁吗
能告诉我你的创造者是谁吗 0.7607448697090149
2023-03-07 16:51:58,197 log.log INFO query rewrite output:能告诉我你的创造者是谁吗
2023-03-07 16:51:58,794 log.log INFO predict class:DocQa
2023-03-07 16:51:58,794 log.log INFO score:0.78198266
2023-03-07 16:51:58,794 log.log INFO dm response :玛丹娜 

2023-03-07 16:53:56,687 log.log INFO query input:你的创造这是谁
你的创造这是谁 0.8788060545921326
2023-03-07 16:53:57,262 log.log INFO query rewrite output:你的创造这是谁
2023-03-07 16:53:57,306 log.log INFO predict class:Chat
2023-03-07 16:53:57,306 log.log INFO score:0.913
2023-03-07 16:53:57,306 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。他们基于摩尔GPU的AI计算和渲染功能，赋予了我丰富的能力。我会智能内容创作，比如对对联，吟诗作画。身后的画就是我创作的，对AI艺术感兴趣的朋友们，一会儿可以去画廊参观。 

2023-03-07 17:09:41,219 log.log INFO query input:hi
2023-03-07 17:09:41,219 log.log INFO query rewrite output:hi
2023-03-07 17:09:41,660 log.log INFO predict class:Chat
2023-03-07 17:09:41,661 log.log INFO score:0.5310586161696544
2023-03-07 17:09:41,661 log.log INFO dm response :嗨,你是? 

2023-03-07 17:09:54,448 log.log INFO query input:能告诉我你的创作者是谁吗
能告诉我你的创作者是谁吗 0.7374695539474487
2023-03-07 17:09:55,000 log.log INFO query rewrite output:能告诉我你的创作者是谁吗
2023-03-07 17:09:55,048 log.log INFO predict class:Chat
2023-03-07 17:09:55,048 log.log INFO score:0.874
2023-03-07 17:09:55,048 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。他们基于摩尔GPU的AI计算和渲染功能，赋予了我丰富的能力。我会智能内容创作，比如对对联，吟诗作画。身后的画就是我创作的，对AI艺术感兴趣的朋友们，一会儿可以去画廊参观。 

2023-03-07 17:10:19,651 log.log INFO query input:能告诉我你的创造者是谁吗
能告诉我你的创造者是谁吗 0.8212234377861023
2023-03-07 17:10:20,221 log.log INFO query rewrite output:能告诉我你的创造者是谁吗
2023-03-07 17:10:20,594 log.log INFO predict class:DocQa
2023-03-07 17:10:20,595 log.log INFO score:0.78198266
2023-03-07 17:10:20,595 log.log INFO dm response :玛丹娜 

2023-03-07 17:10:26,180 log.log INFO query input:能告诉我你的创造者是谁吗
能告诉我你的创造者是谁吗 0.9805595874786377
2023-03-07 17:10:26,750 log.log INFO query rewrite output:能告诉我你的创造者是谁吗
2023-03-07 17:10:27,008 log.log INFO predict class:DocQa
2023-03-07 17:10:27,008 log.log INFO score:0.78198266
2023-03-07 17:10:27,008 log.log INFO dm response :玛丹娜 

2023-03-07 17:10:43,825 log.log INFO query input:你的创作者是谁
你的创作者是谁 0.7381747961044312
2023-03-07 17:10:44,389 log.log INFO query rewrite output:你的创作者是谁
2023-03-07 17:10:45,226 log.log INFO predict class:Chat
2023-03-07 17:10:45,226 log.log INFO score:0.9951175556207039
2023-03-07 17:10:45,226 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。 

2023-03-07 17:10:52,862 log.log INFO query input:你的创作者是谁
你的创作者是谁 0.9384600520133972
2023-03-07 17:10:53,430 log.log INFO query rewrite output:你的创作者是谁
2023-03-07 17:10:54,976 log.log INFO predict class:Chat
2023-03-07 17:10:54,976 log.log INFO score:0.9951311945660842
2023-03-07 17:10:54,976 log.log INFO dm response :我的创造者是摩尔线程的AI科学家。 

